No de factura;Fecha de factura;ID Cliente;Pai­s;Cantidad;Monto
537137;12/05/2020;16327;United Kingdom;392;536
554156;5/23/2021;13798;United Kingdom;184;366
539830;12/22/2020;14944;United Kingdom;-8;-40
556791;6/14/2021;16928;United Kingdom;136;177
560882;7/21/2021;17213;United Kingdom;148;313
574524;11/04/2021;17841;United Kingdom;-13;-36
567714;9/22/2021;16316;United Kingdom;-7;-10
577835;11/22/2021;16607;United Kingdom;165;284
567427;9/20/2021;;United Kingdom;4;9
565748;09/06/2021;14156;EIRE;1145;4005
548616;04/01/2021;18263;United Kingdom;328;308
579681;11/30/2021;;United Kingdom;-26;0
536556;12/01/2020;17643;United Kingdom;71;102
573955;11/02/2021;14216;United Kingdom;242;460
553569;5/18/2021;16116;United Kingdom;-2;-20
547114;3/21/2021;14688;United Kingdom;124;164
540278;01/06/2021;15719;United Kingdom;224;433
563104;08/12/2021;13888;United Kingdom;180;366
567099;9/16/2021;15311;United Kingdom;136;257
571216;10/14/2021;16081;United Kingdom;114;215
542345;1/27/2021;15910;United Kingdom;93;149
581241;12/08/2021;15520;United Kingdom;314;344
577810;11/22/2021;17949;United Kingdom;1000;720
539331;12/17/2020;16013;United Kingdom;300;216
572336;10/24/2021;13523;United Kingdom;396;617
539479;12/19/2020;;United Kingdom;6;18
564923;8/31/2021;;United Kingdom;2;0
537366;12/06/2020;14085;United Kingdom;106;308
574922;11/07/2021;15502;United Kingdom;-291;-913
566439;09/12/2021;17656;United Kingdom;28;132
565592;09/05/2021;16029;United Kingdom;240;480
548313;3/30/2021;15353;United Kingdom;212;465
580918;12/06/2021;16779;United Kingdom;-24;-78
553412;5/17/2021;14344;United Kingdom;26;62
573546;10/31/2021;15974;United Kingdom;398;547
567693;9/21/2021;;United Kingdom;-250;0
551585;05/03/2021;12483;Sweden;-2;-9
569370;10/03/2021;12484;Spain;-1;-10
566026;09/08/2021;15618;United Kingdom;24;74
558878;07/04/2021;16385;United Kingdom;85;127
548485;3/31/2021;14051;United Kingdom;-3;-9
550941;4/21/2021;17109;United Kingdom;227;401
542626;1/31/2021;12720;Germany;182;279
575777;11/11/2021;13881;United Kingdom;-40;-102
543543;02/09/2021;17843;United Kingdom;113;205
575587;11/10/2021;17461;United Kingdom;435;383
575515;11/10/2021;17315;United Kingdom;159;421
555091;5/31/2021;12748;United Kingdom;92;170
575971;11/13/2021;13700;United Kingdom;138;308
578196;11/23/2021;16168;United Kingdom;12;83
539413;12/17/2020;;United Kingdom;12;0
569688;10/05/2021;15048;United Kingdom;22;60
556649;6/13/2021;15238;United Kingdom;-2;-13
557260;6/19/2021;17932;United Kingdom;202;346
569046;9/30/2021;14422;United Kingdom;1286;1286
539857;12/22/2020;15358;United Kingdom;-1;-5
542253;1/26/2021;;United Kingdom;3;3
571937;10/20/2021;14911;EIRE;4462;2856
553844;5/19/2021;13450;United Kingdom;422;438
554511;5/24/2021;;United Kingdom;343;1425
538910;12/15/2020;17454;United Kingdom;59;166
576559;11/15/2021;14711;United Kingdom;100;264
561885;7/31/2021;15532;United Kingdom;109;324
572241;10/21/2021;12712;Germany;69;250
564927;8/31/2021;;United Kingdom;2;0
561314;7/26/2021;16266;United Kingdom;114;162
572077;10/20/2021;15807;United Kingdom;48;252
558357;6/28/2021;15502;United Kingdom;-11;-18
545671;03/06/2021;15465;United Kingdom;-7;-77
569884;10/06/2021;;United Kingdom;-14;0
571120;10/14/2021;16950;United Kingdom;307;400
551731;05/04/2021;14307;United Kingdom;311;424
544900;2/24/2021;15121;United Kingdom;125;295
571715;10/18/2021;17576;United Kingdom;165;317
551985;05/05/2021;12395;Belgium;72;150
563183;08/12/2021;14110;United Kingdom;454;861
549464;04/08/2021;;United Kingdom;-6;0
547386;3/22/2021;;United Kingdom;369;1505
558863;07/04/2021;17243;United Kingdom;130;277
542732;1/31/2021;14180;United Kingdom;-2;-20
536763;12/02/2020;17685;United Kingdom;331;453
573359;10/30/2021;14178;United Kingdom;151;262
541495;1/18/2021;;United Kingdom;54;386
561697;7/29/2021;18127;United Kingdom;28;140
571925;10/19/2021;13115;United Kingdom;-7;-38
561362;7/26/2021;;United Kingdom;-11;0
574039;11/02/2021;17800;United Kingdom;66;127
567540;9/21/2021;12384;Switzerland;-5;-19
566611;9/13/2021;15513;United Kingdom;-2;-7
564535;8/25/2021;18075;United Kingdom;216;405
569638;10/05/2021;16140;United Kingdom;626;601
562525;08/05/2021;18282;United Kingdom;75;100
568904;9/29/2021;14691;United Kingdom;133;424
558474;6/29/2021;16553;United Kingdom;48;204
536633;12/02/2020;14901;United Kingdom;105;204
550201;4/15/2021;12769;Brazil;356;1144
571262;10/16/2021;12901;United Kingdom;-360;-306
563025;08/11/2021;;United Kingdom;1;2
548495;3/31/2021;17075;United Kingdom;-3;-20
547551;3/23/2021;;United Kingdom;69;501
566284;09/11/2021;14825;United Kingdom;72;160
579526;11/30/2021;18058;United Kingdom;88;170
580679;12/05/2021;18198;United Kingdom;191;318
573256;10/28/2021;;United Kingdom;12;0
576827;11/16/2021;12901;United Kingdom;720;612
564741;8/28/2021;16107;United Kingdom;318;642
539094;12/16/2020;13021;United Kingdom;57;157
578270;11/23/2021;14096;United Kingdom;1801;6937
552332;05/09/2021;13908;United Kingdom;209;335
536995;12/03/2020;;United Kingdom;57;0
555818;06/07/2021;13784;United Kingdom;60;256
553768;5/19/2021;;United Kingdom;128;818
568391;9/27/2021;17788;United Kingdom;208;1101
557019;6/16/2021;15907;United Kingdom;99;278
566567;9/13/2021;16161;United Kingdom;139;304
557120;6/16/2021;15669;United Kingdom;126;236
566766;9/14/2021;;United Kingdom;-117;0
553781;5/19/2021;16008;United Kingdom;75;139
544445;2/20/2021;16746;United Kingdom;200;560
573424;10/31/2021;12720;Germany;154;77
576053;11/13/2021;16726;United Kingdom;436;587
562455;08/05/2021;18097;United Kingdom;210;320
561220;7/26/2021;17734;United Kingdom;277;427
561049;7/24/2021;12864;United Kingdom;216;147
559988;7/14/2021;15402;United Kingdom;263;186
547038;3/20/2021;15703;United Kingdom;66;212
550526;4/19/2021;14309;United Kingdom;155;347
561864;7/31/2021;13217;United Kingdom;144;397
571294;10/16/2021;16987;United Kingdom;115;369
546753;3/16/2021;16383;United Kingdom;298;309
538698;12/14/2020;13329;United Kingdom;-24;-13
546851;3/17/2021;12480;Germany;395;771
543383;02/07/2021;;United Kingdom;1;8
541657;1/20/2021;16321;Australia;21;88
537045;12/05/2020;15038;United Kingdom;46;126
572095;10/20/2021;15511;United Kingdom;39;119
575055;11/08/2021;14329;United Kingdom;-2;-40
575620;11/10/2021;17573;United Kingdom;125;198
567143;9/16/2021;;United Kingdom;-14;0
553850;5/19/2021;18075;United Kingdom;50;142
567058;9/16/2021;;United Kingdom;-12;0
555637;06/06/2021;12535;France;115;371
564485;8/25/2021;16429;United Kingdom;9;285
573078;10/27/2021;12839;United Kingdom;242;388
578282;11/23/2021;17841;United Kingdom;-1;-4
552278;05/08/2021;15059;United Kingdom;98;199
564735;8/28/2021;15856;United Kingdom;632;628
556494;06/12/2021;17802;United Kingdom;332;532
551736;05/04/2021;17443;Canada;504;534
572764;10/26/2021;15110;United Kingdom;59;304
554535;5/24/2021;17940;United Kingdom;-1;-60
577264;11/18/2021;;United Kingdom;3;0
568408;9/27/2021;;United Kingdom;504;2162
558874;07/04/2021;;United Kingdom;46;90
556012;06/08/2021;;United Kingdom;-27;0
566282;09/11/2021;15782;United Kingdom;644;1638
568584;9/28/2021;15706;United Kingdom;-3;-32
552254;05/08/2021;16168;United Kingdom;76;158
574297;11/03/2021;16602;United Kingdom;336;528
569412;10/04/2021;13650;United Kingdom;276;448
547035;3/20/2021;13911;United Kingdom;208;282
576395;11/15/2021;16168;United Kingdom;12;61
553755;5/19/2021;17457;United Kingdom;144;367
571228;10/14/2021;15132;United Kingdom;36;106
554097;5/22/2021;12567;France;234;705
571300;10/17/2021;14262;United Kingdom;182;214
569676;10/05/2021;;United Kingdom;13;68
549568;04/10/2021;15665;United Kingdom;1174;1476
555096;5/31/2021;12682;France;203;459
541998;1/25/2021;12348;Finland;601;227
555252;06/01/2021;12987;United Kingdom;-2;-14
575035;11/08/2021;15005;United Kingdom;-6;-15
552314;05/08/2021;14353;United Kingdom;64;91
576396;11/15/2021;16164;United Kingdom;103;242
546501;3/14/2021;12584;Italy;-2;-10
572917;10/26/2021;15296;United Kingdom;-2;-14
556934;6/15/2021;;United Kingdom;1;0
548675;04/01/2021;;United Kingdom;-2;0
548408;3/31/2021;17438;United Kingdom;103;388
579760;11/30/2021;17096;United Kingdom;-2;-3
563611;8/18/2021;17340;United Kingdom;-4;-6
564653;8/26/2021;14776;United Kingdom;234;191
549896;04/12/2021;;United Kingdom;2;7
543646;02/10/2021;17790;United Kingdom;54;117
571744;10/19/2021;14434;United Kingdom;72;169
566324;09/12/2021;;United Kingdom;1;0
566675;9/14/2021;15105;United Kingdom;60;29
549981;4/13/2021;16348;United Kingdom;151;298
568599;9/28/2021;14395;United Kingdom;-2;-16
554081;5/22/2021;13227;United Kingdom;99;258
561689;7/29/2021;15942;United Kingdom;232;337
566586;9/13/2021;12619;Germany;213;200
562212;08/03/2021;;United Kingdom;-97;0
567298;9/19/2021;12497;Germany;1236;1043
566629;9/14/2021;15622;United Kingdom;285;614
559335;07/07/2021;;United Kingdom;72;0
561201;7/25/2021;14692;United Kingdom;36;111
573774;11/01/2021;16029;United Kingdom;382;632
581497;12/09/2021;;United Kingdom;654;3217
549971;4/13/2021;13408;United Kingdom;20;33
569874;10/06/2021;;United Kingdom;-32;0
579906;12/01/2021;17063;United Kingdom;-1;-2
576899;11/17/2021;14911;EIRE;248;759
568217;9/26/2021;;United Kingdom;11;5
571249;10/14/2021;;United Kingdom;6;0
580513;12/04/2021;14456;United Kingdom;534;383
567967;9/23/2021;15858;United Kingdom;177;154
551712;05/03/2021;13267;United Kingdom;-1;-3
559308;07/07/2021;13158;United Kingdom;194;306
565735;09/06/2021;16904;United Kingdom;1;15
563929;8/21/2021;15031;United Kingdom;48;111
552977;05/12/2021;18221;United Kingdom;123;234
548497;3/31/2021;13089;United Kingdom;725;1622
567983;9/23/2021;15714;United Kingdom;66;132
564355;8/24/2021;13507;United Kingdom;289;394
538173;12/10/2020;;United Kingdom;-28;0
573488;10/31/2021;;United Kingdom;1;0
554776;5/26/2021;14911;EIRE;4;6
555364;06/02/2021;14903;United Kingdom;-4;-18
572341;10/24/2021;;United Kingdom;-82;0
556301;06/10/2021;;United Kingdom;-50;0
573572;10/31/2021;14527;United Kingdom;54;273
559542;07/10/2021;17126;United Kingdom;446;413
561393;7/27/2021;18241;United Kingdom;108;165
543521;02/09/2021;;United Kingdom;-6;0
554939;5/27/2021;15311;United Kingdom;328;373
544590;2/21/2021;14744;United Kingdom;-1;-9
577507;11/20/2021;14710;United Kingdom;132;232
577472;11/20/2021;14503;United Kingdom;484;1052
570520;10/11/2021;;United Kingdom;2;0
572194;10/21/2021;17832;United Kingdom;208;155
563358;8/15/2021;17858;United Kingdom;65;232
537013;12/03/2020;;United Kingdom;-25;0
578064;11/22/2021;13238;United Kingdom;50;104
543635;02/10/2021;13894;United Kingdom;-6;-10
553315;5/16/2021;16705;United Kingdom;492;1203
570269;10/10/2021;17227;United Kingdom;205;107
548554;04/01/2021;13694;United Kingdom;1420;888
556892;6/15/2021;17581;United Kingdom;52;121
547906;3/28/2021;14410;United Kingdom;129;215
580152;12/02/2021;12364;Belgium;502;310
574835;11/07/2021;13139;United Kingdom;136;408
547889;3/28/2021;14410;United Kingdom;-11;-39
553544;5/17/2021;;United Kingdom;92;504
558869;07/04/2021;;United Kingdom;19;21
567424;9/20/2021;16369;United Kingdom;304;497
538651;12/13/2020;15311;United Kingdom;78;281
538241;12/10/2020;;United Kingdom;-21;0
544779;2/23/2021;13865;United Kingdom;42;123
572901;10/26/2021;16332;United Kingdom;70;133
546873;3/17/2021;17591;United Kingdom;252;326
549278;04/07/2021;16255;United Kingdom;195;168
580688;12/05/2021;15550;United Kingdom;43;142
580527;12/04/2021;13736;United Kingdom;269;374
570094;10/07/2021;16029;United Kingdom;2304;4186
578786;11/25/2021;13184;United Kingdom;125;197
565246;09/02/2021;12408;Belgium;310;642
560568;7/19/2021;13895;United Kingdom;248;555
580992;12/06/2021;14282;United Kingdom;60;87
558468;6/29/2021;17389;United Kingdom;-1;-9
569935;10/06/2021;;United Kingdom;1;0
558841;07/04/2021;12471;Germany;1;30
574940;11/07/2021;14929;United Kingdom;136;224
564922;8/31/2021;;United Kingdom;5;0
537197;12/05/2020;12647;Germany;80;287
567975;9/23/2021;17416;United Kingdom;320;584
559402;07/08/2021;;United Kingdom;-8;0
536762;12/02/2020;16186;United Kingdom;231;308
544607;2/22/2021;13862;United Kingdom;169;254
551961;05/05/2021;13883;United Kingdom;192;387
561483;7/27/2021;;United Kingdom;4;0
550523;4/19/2021;15594;United Kingdom;145;268
556486;06/12/2021;17422;United Kingdom;688;375
559356;07/07/2021;15416;United Kingdom;390;870
555097;5/31/2021;16333;United Kingdom;96;178
560731;7/20/2021;16149;United Kingdom;168;164
567623;9/21/2021;17415;United Kingdom;114;508
551234;4/27/2021;17450;United Kingdom;184;476
558125;6/27/2021;16422;United Kingdom;656;1112
569944;10/06/2021;17405;United Kingdom;-9;-30
545994;03/08/2021;12623;Germany;191;305
545512;03/03/2021;17389;United Kingdom;42;125
573181;10/28/2021;;United Kingdom;1;2
562940;08/11/2021;15498;United Kingdom;50;338
541979;1/24/2021;14911;EIRE;47;282
551340;4/27/2021;;United Kingdom;357;1416
575299;11/09/2021;14691;United Kingdom;100;345
556916;6/15/2021;16898;United Kingdom;152;203
581571;12/09/2021;15311;United Kingdom;270;495
560601;7/19/2021;16764;United Kingdom;95;177
569018;9/30/2021;12676;Sweden;109;152
551143;4/26/2021;13092;United Kingdom;26;103
559459;07/08/2021;15311;United Kingdom;270;454
570230;10/09/2021;18088;United Kingdom;109;168
540270;01/06/2021;14680;United Kingdom;-8;-39
555639;06/06/2021;13458;United Kingdom;-4;-19
565855;09/07/2021;15114;United Kingdom;308;325
577027;11/17/2021;12647;Germany;132;321
537755;12/08/2020;16525;United Kingdom;198;411
569077;9/30/2021;13092;United Kingdom;184;38
558371;6/28/2021;;United Kingdom;772;3669
543123;02/03/2021;18178;United Kingdom;182;333
560807;7/21/2021;18143;United Kingdom;308;480
538628;12/13/2020;17231;United Kingdom;-2;-16
548409;3/31/2021;12731;France;946;1937
546146;03/09/2021;;United Kingdom;-40;0
567668;9/21/2021;;United Kingdom;424;1839
560602;7/20/2021;13629;United Kingdom;222;336
562111;08/02/2021;15125;United Kingdom;-1;-4
541989;1/25/2021;13615;United Kingdom;189;418
572772;10/26/2021;17511;United Kingdom;1167;1821
566294;09/11/2021;15533;United Kingdom;150;450
553922;5/20/2021;17926;United Kingdom;134;212
553536;5/17/2021;14051;United Kingdom;-2;-16
576921;11/17/2021;17613;United Kingdom;-20;-25
560431;7/18/2021;;United Kingdom;1;612
578805;11/25/2021;16401;United Kingdom;312;396
580686;12/05/2021;15984;United Kingdom;-10;-21
581202;12/07/2021;;United Kingdom;41;0
551541;05/03/2021;13692;United Kingdom;-1;-15
552000;05/05/2021;;United Kingdom;325;1118
578803;11/25/2021;16764;United Kingdom;-2;-14
553488;5/17/2021;18043;United Kingdom;74;135
577134;11/18/2021;14434;United Kingdom;68;341
577802;11/21/2021;15132;United Kingdom;10;30
553424;5/17/2021;17811;United Kingdom;-1;-1
579180;11/28/2021;13881;United Kingdom;344;622
554982;5/29/2021;17152;United Kingdom;271;1156
577140;11/18/2021;13269;United Kingdom;18;56
566246;09/11/2021;13941;United Kingdom;396;1028
558735;07/01/2021;16700;United Kingdom;-1;-13
552456;05/09/2021;13999;United Kingdom;262;336
578364;11/24/2021;13588;United Kingdom;187;220
555164;06/01/2021;14646;Netherlands;1836;3623
568065;9/23/2021;16240;United Kingdom;935;1825
578355;11/24/2021;14397;United Kingdom;-12;-17
546739;3/16/2021;17511;United Kingdom;2374;3018
544281;2/17/2021;12500;Germany;303;374
542092;1/25/2021;14389;United Kingdom;-8;-13
572889;10/26/2021;12748;United Kingdom;157;185
580996;12/06/2021;14578;United Kingdom;240;169
556185;06/09/2021;16592;United Kingdom;36;31
560548;7/19/2021;17867;United Kingdom;42;121
557011;6/16/2021;16279;United Kingdom;156;359
558811;07/04/2021;;United Kingdom;42;199
542896;02/01/2021;15981;United Kingdom;40;270
579540;11/30/2021;13658;United Kingdom;172;435
546393;03/11/2021;;United Kingdom;1;2
557957;6/23/2021;13969;United Kingdom;253;552
537200;12/05/2020;15867;United Kingdom;47;113
580737;12/06/2021;14140;United Kingdom;294;394
556831;6/15/2021;13631;United Kingdom;20;160
578234;11/23/2021;13650;United Kingdom;130;298
565730;09/06/2021;14715;United Kingdom;169;347
557123;6/16/2021;15555;United Kingdom;194;164
544811;2/23/2021;12471;Germany;201;388
559348;07/07/2021;16550;United Kingdom;-3;-4
542367;1/27/2021;;United Kingdom;-30;0
543989;2/15/2021;12415;Australia;8384;14023
562889;08/10/2021;18172;United Kingdom;-2;-8
563849;8/19/2021;14772;United Kingdom;82;139
547701;3/24/2021;;United Kingdom;-7;0
566587;9/13/2021;14132;United Kingdom;266;348
544825;2/24/2021;15606;United Kingdom;78;306
570472;10/10/2021;;United Kingdom;5;14
544406;2/18/2021;16726;United Kingdom;310;413
578694;11/25/2021;13199;United Kingdom;126;234
580302;12/02/2021;16103;United Kingdom;2;17
544459;2/20/2021;17838;United Kingdom;490;752
560597;7/19/2021;13798;United Kingdom;128;326
547364;3/22/2021;;United Kingdom;16;29
572669;10/25/2021;16549;United Kingdom;376;479
576776;11/16/2021;;United Kingdom;-240;0
543981;2/15/2021;15358;United Kingdom;263;368
548914;04/05/2021;12669;France;-1;-1136
541996;1/25/2021;18075;United Kingdom;188;333
538669;12/13/2020;12748;United Kingdom;1;1
548011;3/29/2021;14646;Netherlands;11116;15720
561119;7/25/2021;17719;United Kingdom;71;234
579563;11/30/2021;;United Kingdom;36;0
538090;12/09/2020;;United Kingdom;-723;0
558042;6/24/2021;13870;United Kingdom;125;241
557307;6/19/2021;14820;United Kingdom;87;140
574046;11/02/2021;15743;United Kingdom;47;138
536557;12/01/2020;17841;United Kingdom;199;537
547022;3/18/2021;17961;United Kingdom;16;22
546510;3/14/2021;16353;United Kingdom;96;176
570761;10/12/2021;;United Kingdom;14;65
569030;9/30/2021;17450;United Kingdom;350;2800
560439;7/18/2021;;United Kingdom;1;705
549683;04/11/2021;14273;United Kingdom;54;113
570694;10/12/2021;14911;EIRE;47;214
550752;4/20/2021;13089;United Kingdom;-1;-4
578516;11/24/2021;14591;United Kingdom;796;620
538101;12/09/2020;15380;United Kingdom;78;230
577808;11/22/2021;13403;United Kingdom;44;75
560934;7/22/2021;16722;United Kingdom;272;374
556884;6/15/2021;;United Kingdom;-61;0
571328;10/17/2021;12473;Germany;1557;1698
541215;1/14/2021;14329;United Kingdom;740;1548
551835;05/04/2021;17646;United Kingdom;128;412
546889;3/17/2021;13971;United Kingdom;-8;-12
550157;4/14/2021;16393;United Kingdom;66;128
552766;05/11/2021;;United Kingdom;-56;0
559693;07/11/2021;;United Kingdom;936;2421
554302;5/23/2021;12757;Portugal;-1;-1242
